Gemeindeschlüssel,plz,ort,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0714306291,56479,Salzburg,RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,11/03/1996,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001274446800001,DE0003505647900000000000012744468,Ja,,,,,,,0,731240.75,2019
0714301243,56472,Hof,RP,WIN,MS,100,nicht regelbar und nicht abrufbar,25/02/1993,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001274448400001,DE0003505647200000000000012744484,Ja,,,,,,,0,73006.5,2019
0714301243,56472,Hof,RP,WIN,MS,100,nicht regelbar und nicht abrufbar,25/02/1993,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001274448400002,DE0003505647200000000000012744484,Ja,,,,,,,0,73006.5,2019
0714301243,56472,Hof,RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,18/09/1997,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001274449200001,DE0003505647200000000000012744492,Ja,,,,,,,0,807690.5,2019
0714301277,56472,Nisterau,RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,28/02/1997,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001274450600001,DE0003505647200000000000012744506,Ja,,,,,,,0,749118,2019
0714302252,57629,Kundert,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2003,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001277342500001,DE0003505762900000000000012773425,Ja,,,,,,,0,2409202,2019
0714302252,57629,Kundert,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,19/12/2003,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001277342500002,DE0003505762900000000000012773425,Ja,,,,,,,0,2409202,2019
0714301222,56472,Fehl-Ritzhausen,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,30/03/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001278035900001,DE0003505647200000000000012780359,Ja,,,,,,,0,2821749,2019
0714309242,56462,Höhn,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,09/07/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000001279811800001,DE0003505646200000000000012798118,Ja,,,,,,,0,1459338,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200001,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200002,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200003,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200004,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200005,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306244,56479,Homberg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200006,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200007,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200008,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200009,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200010,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200011,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714306302,56477,Waigandshain,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2004,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000196200012,DE0003505646200000000000020001962,Ja,,,,,,,0,2819228.75,2019
0714302202,57642,Alpenrod,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,20/06/2002,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000219900001,DE0003505764200000000000020002199,Ja,,,,,,,0,628332,2019
0714307025,56244,Hartenfels,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,13/06/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400001,DE00035057629VE000000000020002494,Ja,,,,,,,0,3161022.66,2019
0714307025,56244,Hartenfels,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,01/09/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400002,DE00035057629VE000000000020002494,Ja,,,,,,,0,2971405.68,2019
0714307025,56244,Hartenfels,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,17/08/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400003,DE00035057629VE000000000020002494,Ja,,,,,,,0,2756309.68,2019
0714307025,56244,Hartenfels,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,25/09/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400004,DE00035057629VE000000000020002494,Ja,,,,,,,0,2749287.66,2019
0714307029,56249,Herschbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,24/07/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400005,DE00035057629VE000000000020002494,Ja,,,,,,,0,3017650.69,2019
0714302241,57629,Höchstenbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,14/08/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400006,DE00035057629VE000000000020002494,Ja,,,,,,,0,2808163.7,2019
0714302268,56271,Mündersbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,29/06/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400007,DE00035057629VE000000000020002494,Ja,,,,,,,0,2807601.67,2019
0714302268,56271,Mündersbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,06/07/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400008,DE00035057629VE000000000020002494,Ja,,,,,,,0,3181449.68,2019
0714302268,56271,Mündersbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,22/06/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400009,DE00035057629VE000000000020002494,Ja,,,,,,,0,3097219.64,2019
0714307029,56249,Herschbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,05/07/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400010,DE00035057629VE000000000020002494,Ja,,,,,,,0,2657524.65,2019
0714302268,56271,Mündersbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/07/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400011,DE00035057629VE000000000020002494,Ja,,,,,,,0,2548943.67,2019
0714302268,56271,Mündersbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,19/06/2006,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000249400012,DE00035057629VE000000000020002494,Ja,,,,,,,0,2848477.61,2019
0714309226,56459,Girkenroth,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,13/06/2007,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000578400001,DE0003505645900000000000020005784,Ja,,,,,,,0,3150671.86,2019
0714309226,56459,Girkenroth,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,21/06/2007,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000578400002,DE0003505645900000000000020005784,Ja,,,,,,,0,3150671.86,2019
0714309226,56459,Girkenroth,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/08/2009,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002000578400003,DE0003505645900000000000020005784,Ja,,,,,,,0,4140448.28,2019
0714302241,57629,Höchstenbach,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/08/2009,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001123800001,DE0003505762900000000000020011238,Ja,,,,,,,0,3893912,2019
0714306286,56477,Rennerod,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,23/12/2010,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001466300001,DE0003505647700000000000020014663,Ja,,,,,,,0,3003503.03,2019
0714306286,56477,Rennerod,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,16/12/2010,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001466300002,DE0003505647700000000000020014663,Ja,,,,,,,0,3653016.97,2019
0714302252,57629,Kundert,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001749800001,DE0003505762900000000000020017498,Ja,,,,,,,0,1122621,2019
0714302252,57629,Kundert,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001749800002,DE0003505762900000000000020017498,Ja,,,,,,,0,1122621,2019
0714308203,56244,Arnshöfen,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001763800001,DE0003505624400000000000020017638,Ja,,,,,,,0,1075047.5,2019
0714308203,56244,Arnshöfen,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001763800002,DE0003505624400000000000020017638,Ja,,,,,,,0,1075047.5,2019
0714302268,56271,Mündersbach,RP,WIN,MS,3200,regelbar und abrufbar nach § 6 EEG Abs.1,10/02/2013,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001862100001,DE0003505627100000000000020018621,Ja,,,,,,,0,6243281.33,2019
0714302268,56271,Mündersbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",10/02/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001862100002,DE0003505627100000000000020018621,Ja,,,,,,,0,6243281.33,2019
0714302268,56271,Mündersbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",22/07/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001862100003,DE0003505627100000000000020018621,Ja,,,,,,,0,6243281.33,2019
0714309308,56457,Westerburg,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",19/12/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002002788000001,DE0003505645700000000000020027880,Ja,,,,,,,0,6176677,2019
0714309308,56457,Westerburg,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",22/12/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002002788000002,DE0003505645700000000000020027880,Ja,,,,,,,0,6176677,2019
0714309308,56457,Westerburg-Gershasen,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",15/12/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002002788000003,DE0003505645700000000000020027880,Ja,,,,,,,0,6176677,2019
0714302241,57629,Höchstenbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",09/02/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800001,,Ja,,,,,,,0,6494274,2019
0714302241,57629,Höchstenbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",09/02/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800002,,Ja,,,,,,,0,6494274,2019
0714302241,57629,Höchstenbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",14/07/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800003,,Ja,,,,,,,0,6494274,2019
0714302241,57629,Höchstenbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",05/08/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800004,,Ja,,,,,,,0,6494274,2019
0714302268,56271,Mündersbach,RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",25/08/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800005,,Ja,,,,,,,0,6494274,2019
0714309226,56459,Girkenroth,RP,WIN,MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",04/12/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002003074700001,,Ja,,,,,,GEÄNDERT,0,4082526,2019
0733800025,67105,Schifferstadt,RP,WIN,NS,1.75,nicht regelbar und nicht abrufbar,19/06/2012,0000-00-00,2015-07-07,0000-00-00,Stadtwerke Schifferstadt,11YR00000003245M,10001188,E3118801AAAA000000000000032600373,DE00057567105AAAA0000000000000326,Nein,,,,,,GEÄNDERT,0,0,2019
0713401075,55776,Ruschberg,RP,WIN,HS/MS,2300,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",30/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000251370106,DE0003115577600000000000000002513,Ja,,,,,,,0,4230378,2019
0713405003,55758,Allenbach,RP,WIN,NS,3.5,nicht regelbar und nicht abrufbar,15/11/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000581081929,DE0003115575800000000000000005810,Nein,,,,,,,0,2626,2019
0714004145,55487,Sohren,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/08/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000617332516,DE0073325548700000000000000006173,Ja,,,,,,,0,2963855,2019
0714004145,55487,Sohren,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/07/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000617332517,DE0073325548700000000000000006173,Ja,,,,,,,0,2963855,2019
0714004145,55487,Sohren,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,09/08/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000617339031,DE0073325548700000000000000006173,Ja,,,,,,,0,2963855,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832515818,DE0001815429800000000000000008325,Ja,,,,,,,0,1513216,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518851,DE0001815429800000000000000008325,Ja,,,,,,,0,1495735,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518852,DE0001815429800000000000000008325,Ja,,,,,,,0,1420579,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,17/01/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518853,DE0001815429800000000000000008325,Ja,,,,,,,0,1487101,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518854,DE0001815429800000000000000008325,Ja,,,,,,,0,1593567,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/12/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518855,DE0001815429800000000000000008325,Ja,,,,,,,0,1711244,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/12/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518856,DE0001815429800000000000000008325,Ja,,,,,,,0,1680107,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,21/12/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518857,DE0001815429800000000000000008325,Ja,,,,,,,0,1797538,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/04/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518858,DE0001815429800000000000000008325,Ja,,,,,,,0,1787767,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/04/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518859,DE0001815429800000000000000008325,Ja,,,,,,,0,1566272,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/05/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518861,DE0001815429800000000000000008325,Ja,,,,,,,0,1542925,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,06/05/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518862,DE0001815429800000000000000008325,Ja,,,,,,,0,1805593,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,31/05/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518863,DE0001815429800000000000000008325,Ja,,,,,,,0,1642587,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518864,DE0001815429800000000000000008325,Ja,,,,,,,0,1703338,2019
0723507501,54298,Welschbillig,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,03/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518865,DE0001815429800000000000000008325,Ja,,,,,,,0,1529632,2019
